job_title,company,location,salary,experience,description,date_posted
LLM Engineer,Oracle,Delhi,3133000,4 years,"LLM Engineer position at Oracle requiring huggingface, rag, python, transformers, fine-tuning, vllm, vector databases. Based in Delhi. Looking for 4 years of industry experience.",2023-01-16
Blockchain Developer,OpenAI,Chennai,3249000,8 years,"Blockchain Developer position at OpenAI requiring smart contracts, security, hardhat, solidity, defi. Based in Chennai. Looking for 8 years of industry experience.",2025-10-15
Generative AI Engineer,NVIDIA,Kolkata,6569000,10+ years,"Generative AI Engineer position at NVIDIA requiring pytorch, stable diffusion, vector databases, python, llm, prompt engineering, fastapi. Based in Kolkata. Looking for 10+ years of industry experience.",2023-02-08
Full Stack Developer,Databricks,"Berlin, Germany",3246000,3 years,"Full Stack Developer position at Databricks requiring git, mongodb, aws, typescript, rest api, postgresql. Based in Berlin, Germany. Looking for 3 years of industry experience.",2024-08-15
AI Research Scientist,Databricks,"Toronto, Canada",5659000,3 years,"AI Research Scientist position at Databricks requiring deep learning, computer vision, reinforcement learning, python, research, nlp. Based in Toronto, Canada. Looking for 3 years of industry experience.",2024-05-13
Site Reliability Engineer,Mastek,Gurugram,2037000,2 years,"Site Reliability Engineer position at Mastek requiring ci/cd, monitoring, alerting, terraform. Based in Gurugram. Looking for 2 years of industry experience.",2024-11-13
Frontend Developer,Meesho,Hyderabad,2215000,6 years,"Frontend Developer position at Meesho requiring graphql, webpack, html, redux. Based in Hyderabad. Looking for 6 years of industry experience.",2024-12-16
Data Scientist,Texas Instruments,Chennai,2451000,5 years,"Data Scientist position at Texas Instruments requiring numpy, sql, pandas, tensorflow, tableau. Based in Chennai. Looking for 5 years of industry experience.",2023-12-22
Data Analyst,Ola,Hyderabad,956000,0 years,"Data Analyst position at Ola requiring excel, data visualization, reporting, pandas. Based in Hyderabad. Looking for 0 years of industry experience.",2026-02-28
Full Stack Developer,Flipkart,Pune,1646000,1 year,"Full Stack Developer position at Flipkart requiring typescript, python, rest api, react, postgresql, git. Based in Pune. Looking for 1 year of industry experience.",2024-09-12
Frontend Developer,Dream11,Remote,1872000,4 years,"Frontend Developer position at Dream11 requiring graphql, typescript, css, html, redux, react. Remote-friendly role. Looking for 4 years of industry experience.",2023-04-27
Computer Vision Engineer,Mphasis,Ahmedabad,2645000,8 years,"Computer Vision Engineer position at Mphasis requiring cuda, onnx, deep learning, tensorflow. Based in Ahmedabad. Looking for 8 years of industry experience.",2026-04-03
Site Reliability Engineer,Qualcomm,Mumbai,6096000,10+ years,"Site Reliability Engineer position at Qualcomm requiring linux, python, alerting, monitoring. Based in Mumbai. Looking for 10+ years of industry experience.",2025-09-01
Senior Software Engineer,Morgan Stanley,Pune,4364000,7 years,"Senior Software Engineer position at Morgan Stanley requiring java, ci/cd, aws, kubernetes, grpc, rest api, python. Based in Pune. Looking for 7 years of industry experience.",2024-05-22
Data Scientist,Salesforce,Gurugram,3987000,5 years,"Data Scientist position at Salesforce requiring machine learning, spark, scikit-learn, numpy, statistics. Based in Gurugram. Looking for 5 years of industry experience.",2024-11-23
DevOps Engineer,Datadog,Chennai,3062000,7 years,"DevOps Engineer position at Datadog requiring docker, ansible, jenkins, ci/cd, monitoring, aws. Based in Chennai. Looking for 7 years of industry experience.",2024-08-04
Senior Software Engineer,PwC,Gurugram,4250000,9 years,"Senior Software Engineer position at PwC requiring ci/cd, java, system design, rest api, java. Based in Gurugram. Looking for 9 years of industry experience.",2025-03-13
Computer Vision Engineer,PhonePe,Delhi,1691000,4 years,"Computer Vision Engineer position at PhonePe requiring yolo, onnx, deep learning, image segmentation. Based in Delhi. Looking for 4 years of industry experience.",2024-11-03
Data Engineer,Porter,Gurugram,3116000,4 years,"Data Engineer position at Porter requiring dbt, postgres, aws, python. Based in Gurugram. Looking for 4 years of industry experience.",2025-01-12
Software Engineer,Dream11,Pune,1265000,3 years,"Software Engineer position at Dream11 requiring data structures, sql, spring boot, java, algorithms, python. Based in Pune. Looking for 3 years of industry experience.",2024-08-28
Frontend Developer,Hugging Face,"Austin, US",6080000,7 years,"Frontend Developer position at Hugging Face requiring next.js, javascript, redux, typescript. Based in Austin, US. Looking for 7 years of industry experience.",2023-11-29
Security Engineer,Zensar,Remote,1875000,5 years,"Security Engineer position at Zensar requiring threat modeling, penetration testing, kubernetes, aws, devsecops. Remote-friendly role. Looking for 5 years of industry experience.",2024-05-01
DevOps Engineer,Atlassian,Jaipur,2134000,2 years,"DevOps Engineer position at Atlassian requiring aws, monitoring, jenkins, terraform, python, docker, linux. Based in Jaipur. Looking for 2 years of industry experience.",2026-03-14
MLOps Engineer,Together AI,Chennai,5105000,6 years,"MLOps Engineer position at Together AI requiring ci/cd, terraform, monitoring, kubeflow, aws, python. Based in Chennai. Looking for 6 years of industry experience.",2023-10-11
LLM Engineer,Scale AI,"Amsterdam, NL",8379000,3 years,"LLM Engineer position at Scale AI requiring langchain, huggingface, transformers, vllm, rag, python, pytorch. Based in Amsterdam, NL. Looking for 3 years of industry experience.",2023-06-21
Backend Developer,Zoho,Hyderabad,1656000,2 years,"Backend Developer position at Zoho requiring rest api, node.js, postgresql, django, mongodb. Based in Hyderabad. Looking for 2 years of industry experience.",2024-12-16
Data Scientist,Flipkart,Pune,5474000,9 years,"Data Scientist position at Flipkart requiring tableau, machine learning, numpy, tensorflow, python, pandas, sql. Based in Pune. Looking for 9 years of industry experience.",2023-02-27
Backend Developer,SAP,Remote,2383000,12+ years,"Backend Developer position at SAP requiring java, django, python, fastapi, postgresql, node.js. Remote-friendly role. Looking for 12+ years of industry experience.",2025-08-18
Frontend Developer,Artivatic,Noida,1973000,9 years,"Frontend Developer position at Artivatic requiring react, css, html, redux. Based in Noida. Looking for 9 years of industry experience.",2023-11-03
Android Developer,Flipkart,Gurugram,2572000,6 years,"Android Developer position at Flipkart requiring java, mvvm, jetpack compose, android sdk, kotlin, rest api, git. Based in Gurugram. Looking for 6 years of industry experience.",2025-05-09
Blockchain Developer,Stability AI,Delhi,3294000,3 years,"Blockchain Developer position at Stability AI requiring ethereum, typescript, solidity, hardhat. Based in Delhi. Looking for 3 years of industry experience.",2025-11-21
Security Engineer,Amazon,Hyderabad,3050000,4 years,"Security Engineer position at Amazon requiring kubernetes, penetration testing, devsecops, siem, zero trust, python. Based in Hyderabad. Looking for 4 years of industry experience.",2024-01-19
Computer Vision Engineer,PhonePe,Gurugram,3684000,6 years,"Computer Vision Engineer position at PhonePe requiring opencv, onnx, python, tensorflow, deep learning, c++. Based in Gurugram. Looking for 6 years of industry experience.",2025-03-03
MLOps Engineer,Zomato,Delhi,4576000,5 years,"MLOps Engineer position at Zomato requiring airflow, kubeflow, monitoring, terraform. Based in Delhi. Looking for 5 years of industry experience.",2023-08-01
Data Engineer,Meta,Bengaluru,2656000,2 years,"Data Engineer position at Meta requiring sql, python, aws, kafka, hadoop, spark. Based in Bengaluru. Looking for 2 years of industry experience.",2025-08-09
Senior Software Engineer,Amazon,"Amsterdam, NL",13383000,8 years,"Senior Software Engineer position at Amazon requiring system design, java, rest api, python, aws. Based in Amsterdam, NL. Looking for 8 years of industry experience.",2024-02-17
ML Engineer,Cognizant,Ahmedabad,1284000,6 years,"ML Engineer position at Cognizant requiring kubernetes, docker, spark, sql. Based in Ahmedabad. Looking for 6 years of industry experience.",2026-01-17
AI Research Scientist,Apple,Noida,8131000,10+ years,"AI Research Scientist position at Apple requiring transformers, reinforcement learning, python, nlp, statistics. Based in Noida. Looking for 10+ years of industry experience.",2024-11-10
iOS Developer,CRED,"Dubai, UAE",3939000,7 years,"iOS Developer position at CRED requiring rest api, firebase, app store, swiftui, objective-c, xcode, mvvm. Based in Dubai, UAE. Looking for 7 years of industry experience.",2025-01-22
NLP Engineer,Persistent Systems,Hyderabad,6220000,7 years,"NLP Engineer position at Persistent Systems requiring ner, transformers, sql, nltk. Based in Hyderabad. Looking for 7 years of industry experience.",2024-01-05
Cloud Architect,Meesho,"San Francisco, US",21127000,8 years,"Cloud Architect position at Meesho requiring docker, kubernetes, ci/cd, terraform. Based in San Francisco, US. Looking for 8 years of industry experience.",2026-05-19
Data Scientist,Zomato,Hyderabad,4185000,8 years,"Data Scientist position at Zomato requiring machine learning, tensorflow, python, spark, pandas, scikit-learn, numpy. Based in Hyderabad. Looking for 8 years of industry experience.",2024-07-16
Data Analyst,Netflix,Remote,2263000,9 years,"Data Analyst position at Netflix requiring python, pandas, statistics, power bi. Remote-friendly role. Looking for 9 years of industry experience.",2023-11-24
Generative AI Engineer,Atlassian,"San Francisco, US",16233000,4 years,"Generative AI Engineer position at Atlassian requiring python, openai api, langchain, fastapi, vector databases, pytorch, rag. Based in San Francisco, US. Looking for 4 years of industry experience.",2025-02-23
AI Research Scientist,IBM,Pune,7553000,5 years,"AI Research Scientist position at IBM requiring computer vision, reinforcement learning, statistics, research, python. Based in Pune. Looking for 5 years of industry experience.",2026-03-21
Senior Data Scientist,Salesforce,"Austin, US",6499000,5 years,"Senior Data Scientist position at Salesforce requiring mlops, deep learning, pytorch, python, spark, causal inference. Based in Austin, US. Looking for 5 years of industry experience.",2025-10-19
Blockchain Developer,CRED,Kolkata,5221000,10+ years,"Blockchain Developer position at CRED requiring smart contracts, security, typescript, ethereum. Based in Kolkata. Looking for 10+ years of industry experience.",2024-08-07
Site Reliability Engineer,Meesho,Chennai,5127000,8 years,"Site Reliability Engineer position at Meesho requiring terraform, aws, incident management, python, linux. Based in Chennai. Looking for 8 years of industry experience.",2025-06-30
DevOps Engineer,Arm,Delhi,5456000,8 years,"DevOps Engineer position at Arm requiring ansible, docker, ci/cd, terraform, monitoring, jenkins. Based in Delhi. Looking for 8 years of industry experience.",2025-01-10
Full Stack Developer,Zoho,Pune,2292000,7 years,"Full Stack Developer position at Zoho requiring python, postgresql, rest api, react, git. Based in Pune. Looking for 7 years of industry experience.",2026-02-08
Software Engineer,Cognizant,Delhi,2809000,9 years,"Software Engineer position at Cognizant requiring microservices, java, spring boot, c++, sql. Based in Delhi. Looking for 9 years of industry experience.",2025-09-07
AI Engineer,PhonePe,"San Francisco, US",17246000,9 years,"AI Engineer position at PhonePe requiring llm, vector databases, pytorch, openai api. Based in San Francisco, US. Looking for 9 years of industry experience.",2025-08-12
Frontend Developer,Citibank,Noida,1347000,2 years,"Frontend Developer position at Citibank requiring javascript, redux, react, graphql, tailwind. Based in Noida. Looking for 2 years of industry experience.",2025-11-27
Senior Data Scientist,EY,Jaipur,2281000,6 years,"Senior Data Scientist position at EY requiring deep learning, spark, mlops, statistical modeling, python, tensorflow. Based in Jaipur. Looking for 6 years of industry experience.",2024-02-07
Business Analyst,Zoho,Delhi,1378000,4 years,"Business Analyst position at Zoho requiring jira, python, excel, reporting, agile. Based in Delhi. Looking for 4 years of industry experience.",2023-12-12
Data Scientist,Hugging Face,"London, UK",7077000,4 years,"Data Scientist position at Hugging Face requiring spark, machine learning, python, statistics, tensorflow. Based in London, UK. Looking for 4 years of industry experience.",2023-06-16
